"property_type","room_type","name","host_name","neighbourhood","host_identity_verified","city","latitude","longitude","accommodates","bathrooms","bedrooms","price","number_of_reviews","review_scores_rating","cancellation_policy"
"Apartment","Entire home/apt","Great studio near TIME SQUARE","Jeniffer","Manhattan","t","New York",40.76262,-73.99283,3,1,0,150,4,100,"strict_14_with_grace_period"
"Apartment","Private room","Private Room on Upper West Side","Joshua","Upper West Side","t","New York",40.80195,-73.96714,1,1,1,49,1,100,"moderate"
"Apartment","Private room","Cute Bedroom in Very Cute BK Apt!","Dawn","Williamsburg","t","Brooklyn",40.71049,-73.94515,1,1,1,40,1,100,"flexible"
"Apartment","Entire home/apt","Spacious 1 bed near TIME SQUARE","Jeniffer","Hell's Kitchen","t","New York",40.76343,-73.99381,4,1,1,150,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Spacious 1BD In Chelsea","Jason","Chelsea","t","New York",40.74845,-73.99635,3,1,1,170,1,100,"flexible"
"Loft","Private room","Room in beautiful plant filled Greenpoint loft","Nikki","Brooklyn","t","Brooklyn",40.72809,-73.94365,1,1,1,70,3,100,"moderate"
"Apartment","Private room","Sunny and spacious corner apartment","Dymphna","Brooklyn","t","Brooklyn",40.72088,-73.95375,2,1,1,80,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Studio Apartment in Midtown NYC","Jessica","Manhattan","t","New York",40.7666,-73.99256,2,1,0,98,6,100,"moderate"
"Apartment","Private room","Large Bright Room with Private Bathroom","Nic","Queens","t","Queens",40.73839,-73.93,2,1.5,1,65,6,100,"moderate"
"Apartment","Entire home/apt","Cozy 1  BR in heart of West Village","Jenna","West Village","t","New York",40.73482,-74.00834,3,1,1,140,6,100,"moderate"
"Apartment","Entire home/apt","Amazing Flatiron Entire Studio Apt","Charlie","Flatiron District","t","New York",40.73719,-73.99336,3,1,1,159,1,100,"moderate"
"Apartment","Private room","Large Rm In Williamsburg, Brooklyn","Toyosi","Brooklyn","t","Brooklyn",40.71274,-73.94513,3,1,1,130,1,100,"flexible"
"Apartment","Entire home/apt","Cozy Mozy apt in Cobble Hill","Marianna","Brooklyn","t","Brooklyn",40.68869,-73.98899,5,1,1,168,1,100,"flexible"
"Condominium","Entire home/apt","Luxury Apartment - Amazing Views!","Michael","Brooklyn","t","Brooklyn",40.70805,-73.96966,6,2,2,350,6,100,"strict_14_with_grace_period"
"Apartment","Private room","Cozy room in a dynamic Brooklyn neighborhood","Ella","Crown Heights","t","Brooklyn",40.67154,-73.94981,1,1,1,35,1,100,"flexible"
"Apartment","Entire home/apt","Bright  & Modern Williamsburg 1BR","Anthony","Brooklyn","t","Brooklyn",40.71742,-73.95511,2,1,1,199,3,100,"moderate"
"Apartment","Entire home/apt","Convenient Upper West Apt- Sleeps 3","Yina","Upper West Side","t","New York",40.7863,-73.97658,3,1,0,150,5,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Chic NYC Brownstone","Brandon","Harlem","t","New York",40.82753,-73.94862,5,1,1,90,2,100,"flexible"
"Townhouse","Private room","Large room with private bath in Brooklyn home","Karen","Bedford-Stuyvesant","t","Brooklyn",40.68124,-73.9189,2,1.5,1,61,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Easy 1 Bedroom in Chelsea","Scott","Manhattan","t","New York",40.74577,-74.00074,2,1,1,145,1,100,"flexible"
"Apartment","Private room","Spacious Harlem NYC Room","Sheng-Min","Manhattan","t","New York",40.80988,-73.94636,2,1,1,45,5,100,"strict_14_with_grace_period"
"Apartment","Private room","Master room in a luxury apartment","Han","Roosevelt Island","t","New York",40.76947,-73.94303,2,1,1,80,1,100,"flexible"
"Apartment","Private room","Bright, Spacious Brooklyn Space w/ Private Bath","Ugi","Brooklyn","t","Brooklyn",40.67418,-73.95958,2,1,1,60,4,100,"moderate"
"Apartment","Entire home/apt","Chic Studio in Heart of Manhattan!","Casey","Manhattan","t","New York",40.74091,-73.98271,3,1,0,102,3,100,"strict_14_with_grace_period"
"Apartment","Private room","Cozy bedroom in heart of Bedford","Zhamal","Brooklyn","t","Brooklyn",40.71276,-73.963,1,1,1,80,2,100,"flexible"
"Apartment","Private room","Sunny, spacious room in heart of BK","Taylor","Brooklyn","t","Brooklyn",40.68485,-73.9819,2,1,1,65,2,100,"flexible"
"Apartment","Shared room","Artsy/Neat 1 Bedroom Apartment in the heart of LES","Louise","Manhattan","t","New York",40.7178,-73.98504,2,1,1,110,4,100,"flexible"
"Apartment","Private room","1 Bedroom in HUGE Full Floored Apt.","Fataah","Manhattan","t","New York",40.73375,-73.98474,2,1,1,85,2,100,"flexible"
"Apartment","Entire home/apt","Studio Apartment","Janine","East Village","t","New York",40.72747,-73.98833,3,1,0,60,2,100,"strict_14_with_grace_period"
"Apartment","Private room","Furnished Apartment in Chelsea","Charlotte","Chelsea","t","New York",40.7456,-73.99852,1,1,1,52,2,100,"flexible"
"Apartment","Entire home/apt","Gorgeous 2BDRM Apartment","Chris","Brooklyn","t","Brooklyn",40.68142,-73.95889,4,1,2,210,3,100,"moderate"
"Apartment","Entire home/apt","Cozy Studio + Sunroom near Times Square","Ginji","Hell's Kitchen","t","New York",40.76374,-73.98872,3,1,1,115,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Pool, Gym, Rooftop, East 50's1 bedroom /1 bathroom","John","Midtown","t","New York",40.75763,-73.96359,2,1,1,120,4,100,"strict_14_with_grace_period"
"Apartment","Private room","Cozy room in East Village!!","Beto","East Village","t","New York",40.72314,-73.9797,2,1,1,60,1,100,"flexible"
"House","Entire home/apt","Spacious 2 bdr Bed-Stuy Brownstone","Julia","Brooklyn","t","Brooklyn",40.69145,-73.93536,5,1.5,1,150,1,100,"moderate"
"Apartment","Entire home/apt","Resort-like living in Williamsburg","Mohammed","Williamsburg","t","Brooklyn",40.71552,-73.93869,4,1,2,220,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Cute, clean, room in Williamsburg!","Ana Bess","Williamsburg","t","Brooklyn",40.70512,-73.94347,2,1,1,64,1,100,"flexible"
"Apartment","Private room","Cozy Room In Williamsburg Apartment","Anthony","Williamsburg","t","Brooklyn",40.70352,-73.93798,2,1,1,38,1,100,"flexible"
"Apartment","Entire home/apt","Spacious Astoria Home with Garden","Larry & Deb","Astoria","t","Astoria",40.76951,-73.93077,4,1,1,125,26,100,"flexible"
"Apartment","Private room","private modern room (long term 1 month or more)","Annie","Bedford-Stuyvesant","t","Brooklyn",40.6945,-73.94273,1,1,1,50,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Cozy Studio Heart Of Midtown!5160","Jeremy & Elsa","Hell's Kitchen","t","New York",40.76544,-73.98651,3,1,0,135,6,100,"strict_14_with_grace_period"
"Condominium","Entire home/apt","Studio Near Empire State & Time Sq.","Xiaoyun","Midtown","t","New York",40.75273,-73.98499,2,1,0,150,7,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Sunny, kid friendly in Midtown East","Shawna","Manhattan","t","New York",40.74443,-73.97949,6,2,2,235,2,100,"moderate"
"Apartment","Private room","Charming Park Slope One+ Bedroom","Carrie","Park Slope","t","Brooklyn",40.66622,-73.98357,3,1,1,75,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Cozy Williamsburg Space","Abe","Williamsburg","t","Brooklyn",40.70727,-73.96057,3,1,1,64,2,100,"moderate"
"Apartment","Private room","Minimalist Urban Jungle with Exposed Brick","Madeline","Brooklyn","t","Brooklyn",40.70764,-73.94231,2,1,1,41,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Comfy Queen bedroom near East Village LES","Paul","East Village","t","New York",40.72156,-73.97902,1,1,1,90,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Cool Private Apt in Manhattan w/ Comfy Queen Bed!","Dani","Manhattan","t","New York",40.82317,-73.94507,2,1,1,86,7,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Quaint place in seaside Red  Hook","Peter","Brooklyn","t","Brooklyn",40.67741,-74.0139,2,1,1,95,12,100,"moderate"
"Apartment","Private room","Sunny & Bright Private Room","Steph","Brooklyn","t","Brooklyn",40.68746,-73.95936,2,1,1,47,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Little Italy/Soho","Jesper","Manhattan","t","New York",40.72174,-73.99639,2,1,1,200,5,100,"flexible"
"Apartment","Shared room","Williamsburg Luxury","Indiana","Williamsburg","t","Brooklyn",40.71077,-73.96259,2,1,1,60,1,100,"moderate"
"Apartment","Entire home/apt","Beautiful One Bedroom  East Harlem Apt","Omar","Harlem","t","New York",40.79037,-73.9428,3,1,1,90,1,100,"flexible"
"Apartment","Entire home/apt","East Village Exposed Brick Studio","Dimitri","East Village","t","New York",40.72647,-73.99061,2,1,1,219,5,100,"moderate"
"Apartment","Entire home/apt","Beautiful bright huge pre-war in Williamsburg","Seva","Brooklyn","t","Brooklyn",40.71419,-73.94368,4,1,2,140,4,100,"strict_14_with_grace_period"
"House","Entire home/apt","one bedroom apt in a new house","Dorina","Middle Village","t","Queens",40.71632,-73.88297,3,1.5,1,115,6,100,"strict_14_with_grace_period"
"Apartment","Private room","Cozy UES bedroom with private bath","Melissa","Upper East Side","t","New York",40.76574,-73.95915,2,1,1,80,5,100,"moderate"
"Apartment","Entire home/apt","Sunny 1 bedroom Apartment","Pippa","Brooklyn","t","Brooklyn",40.68577,-73.95179,2,1,1,100,1,100,"flexible"
"Apartment","Entire home/apt","2BR Luxury Sunny Apt, East Village","Katherine","Manhattan","t","New York",40.72948,-73.98885,4,2,2,450,1,100,"flexible"
"Apartment","Private room","1br Large furnished bedroom in cool Bushwick","Steven","Brooklyn","t","Brooklyn",40.70206,-73.92964,2,1,1,50,4,100,"flexible"
"Apartment","Entire home/apt","Sunny Studio ~ Great Location!","Karol","Queens","t","Long Island City",40.74775,-73.94797,3,1,0,100,5,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Beautiful Central Harlem Apartment","Bianca","Manhattan","t","New York",40.81306,-73.94141,3,1,1,90,14,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Sunny, one bedroom apartment UES","Emma","Upper East Side","t","New York",40.78271,-73.9451,2,1,1,300,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Gorgeous & cozy studio in Manhattan","Carolina","Manhattan","t","New York",40.78975,-73.97001,2,1,0,150,4,100,"flexible"
"Apartment","Private room","Charming East Village apartment","Gurdane","East Village","t","New York",40.72997,-73.98633,2,1,1,129,11,100,"strict_14_with_grace_period"
"Loft","Private room","Big room in East Williamsburg Loft","Lisa","Williamsburg","t","Brooklyn",40.71987,-73.93705,1,2,1,45,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Great 2 bed 1 bath little Italy","Jeniffer","Chinatown","t","New York",40.71862,-73.99718,4,1,2,183,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","2 bd, 1.5 bath by Prospect Park","Sharra","Windsor Terrace","t","Brooklyn",40.65412,-73.97706,3,1.5,2,89,1,100,"moderate"
"Apartment","Private room","Sunny Room in Prime East Village","Marcin","Manhattan","t","New York",40.73058,-73.98286,1,1,1,39,4,100,"flexible"
"Apartment","Private room","Lovely Room w/backyard in Bushwick","Connie","Brooklyn","t","Brooklyn",40.70123,-73.91865,1,1,1,50,2,100,"strict_14_with_grace_period"
"Apartment","Private room","Urban Bliss - Bushwick","William","Bushwick","t","Brooklyn",40.697,-73.92176,1,1,1,65,1,100,"flexible"
"Apartment","Entire home/apt","Lovely BK 4-BR Duplex with Garden","Celine","Brooklyn","t","Brooklyn",40.67631,-73.97224,8,2.5,4,425,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Spacious UWS Studio w/Private Patio","Lacy","Manhattan","t","New York",40.79816,-73.97178,2,1,0,175,1,100,"strict_14_with_grace_period"
"Apartment","Private room","RIVERDALE GRANDVIEW","Vian","Riverdale","t","Bronx",40.88777,-73.9059,2,1,1,70,1,100,"flexible"
"Apartment","Private room","Cozy and Small bedroom in Astoria!!","Julio","Astoria","t","Queens",40.76061,-73.91767,1,1,1,35,1,100,"flexible"
"Apartment","Entire home/apt","Gorgeous Gramercy Studio","Ellie","Manhattan","t","New York",40.73804,-73.9852,1,1,0,110,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Helen's apartment","Helen","Harlem","t","New York",40.80554,-73.96422,1,1,1,80,1,100,"flexible"
"Apartment","Entire home/apt","Awesome Midtown Get-A-Way","Ryan","Midtown","t","New York",40.7462,-73.97707,2,1,0,105,3,100,"flexible"
"Apartment","Private room","Upper East Side Little Private Room","Xin","Manhattan","t","New York",40.7869,-73.95285,1,1,1,45,2,100,"flexible"
"Apartment","Entire home/apt","Studio 5 min walk to Time Square","Karen","Midtown","t","New York",40.76371,-73.99306,3,1,0,250,3,100,"strict_14_with_grace_period"
"Apartment","Private room","One Bedroom in Astoria","Christopher","Astoria","t","Astoria",40.77567,-73.92202,1,0,1,90,3,100,"flexible"
"Apartment","Private room","Brooklyn For Life - Park Slope","Douglas","Park Slope","t","Brooklyn",40.66323,-73.98117,2,1,1,87,131,100,"flexible"
"Apartment","Entire home/apt","Bright Williamsburg 1 BD, Bedford L","Gregory","Williamsburg","t","Brooklyn",40.7178,-73.95595,2,1,1,129,5,100,"strict_14_with_grace_period"
"Apartment","Private room","Private Room in Spacious 3BR 2BA","April","Flatbush","t","Brooklyn",40.65791,-73.95009,2,1,1,35,2,100,"flexible"
"Apartment","Private room","Lower East Side Walk Up Apartment","David","Manhattan","t","New York",40.72005,-73.98409,1,1,1,90,1,100,"flexible"
"House","Private room","Sunny, private room; Quick to NYC. Females only.","Jennifer","Woodside","t","Queens",40.75293,-73.90304,2,1.5,1,50,51,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Trendy studio btwn Grand Central and Central Park","Kunjan","Manhattan","t","New York",40.75598,-73.96664,2,1,0,135,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Kid's friendly two levels apartment with a yard","Anna","Harlem","t","New York",40.81223,-73.94313,5,2,3,199,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Stylish Windsor Terrace flat","Cathy","Windsor Terrace","t","Brooklyn",40.65636,-73.97945,3,1,2,150,1,100,"flexible"
"Apartment","Shared room","Shared male room on Manhattan with crazy view! I","Max","Lower East Side","t","New York",40.70985,-73.98724,1,1.5,1,40,4,100,"strict_14_with_grace_period"
"Apartment","Private room","Spacious, bright, living/bedroom","Nessa","Flatbush","t","Brooklyn",40.64145,-73.96642,4,1,1,55,6,100,"flexible"
"Apartment","Entire home/apt","Lower East Side Apartment","Sabina","Lower East Side","t","New York",40.71731,-73.99108,6,1,3,199,4,100,"moderate"
"Apartment","Private room","Large Cozy Room in Prospect Heights","Lindsey","Crown Heights","t","Brooklyn",40.67734,-73.96076,2,1,1,35,2,100,"flexible"
"Apartment","Entire home/apt","5-STAR True 1 Bedroom Prime Location. Quiet!","David","Manhattan","t","New York",40.77653,-73.95014,2,1,1,149,33,100,"strict_14_with_grace_period"
"House","Entire home/apt","Three-story brownstone with garden","Tracy","Park Slope","t","Brooklyn",40.66252,-73.97911,6,2,4,450,2,100,"strict_14_with_grace_period"
"Apartment","Private room","Spacious Room in Penthouse in LES","Lisa-Marie","Manhattan","t","New York",40.71628,-73.98999,2,0.5,1,85,1,100,"moderate"
"Apartment","Entire home/apt","Spacious 1 BR - 5min to Manhattan","Peter","Long Island City","t","Queens",40.74129,-73.95004,2,1,1,175,22,100,"strict_14_with_grace_period"
"Apartment","Private room","Charming Bedroom with Private Bath","Dee","East Harlem","t","New York",40.80771,-73.93967,1,1,1,65,7,100,"moderate"
"Apartment","Private room","Luxury Doorman Building/Murray Hill","Ross","Manhattan","t","New York",40.73788,-73.98103,1,1,1,150,2,100,"flexible"
"Apartment","Private room","Mi Casa, Tu Casa.","Lilly","Harlem","t","New York",40.80129,-73.95389,1,1.5,1,55,2,100,"moderate"
"Apartment","Entire home/apt","5*****Prime W/ Private Outdoor 5177","Jeremy & Elsa","West Village","t","New York",40.73198,-74.00239,5,2,2,550,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Forest Hills Haven","Annette","Forest Hills","t","Forest Hills",40.71813,-73.8386,3,1,0,100,1,100,"flexible"
"Apartment","Entire home/apt","Private 1 BR in Brooklyn","Matt","Brooklyn","t","Brooklyn",40.66841,-73.93621,2,1,1,85,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","1 brd apartment for Easter week in NOHO","Alessandro","East Village","t","New York",40.72683,-73.99328,2,1,1,180,4,100,"moderate"
"Apartment","Private room","Cozy Walk up apartment in a great neighborhood!","Jodi","Queens","t","New York",40.74523,-73.94906,2,1,1,50,3,100,"flexible"
"Apartment","Entire home/apt","HUGE apartment in GREAT location!!!","Adam","Brooklyn","t","Brooklyn",40.68437,-73.95849,3,1,2,109,3,100,"moderate"
"House","Entire home/apt","Tranquility in Park Slope House & Garden","Daniel","Brooklyn","t","Brooklyn",40.66473,-73.98704,6,3.5,3,300,19,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Beautiful, True 1BR in Park Slope","Stephen","Brooklyn","t","Brooklyn",40.65895,-73.97768,2,1,1,78,1,100,"flexible"
"Apartment","Private room","Habitación privada en Midtown NY","Fla","Manhattan","t","New York",40.74545,-73.98128,2,2,1,109,1,100,"flexible"
"Loft","Entire home/apt","COZY STUDIO APARTMENT FOR 2 ♡","Remi O.","Harlem","t","New York",40.80586,-73.93861,2,1,1,75,2,100,"flexible"
"Apartment","Private room","Big, Bright UWS Bedroom and Study","Annie","Manhattan","t","New York",40.80288,-73.96484,2,1,1,125,6,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Cute Cozy 1 bdrm in Carroll Garden!","Joannie","Brooklyn","t","Brooklyn",40.68498,-73.9996,3,1,1,190,23,100,"strict_14_with_grace_period"
"Apartment","Private room","bedroom","Austin","Brooklyn","t","Brooklyn",40.67305,-73.94533,1,1,1,85,1,100,"flexible"
"Apartment","Entire home/apt","Spacious, Family-Friendly NYC Apt","Cristina","Harlem","t","New York",40.82485,-73.93774,3,1,2,75,1,100,"flexible"
"Apartment","Private room","Charming, Quiet Room with Full Bed","Suguna","Brooklyn","t","Brooklyn",40.675,-73.9656,2,1,1,34,2,100,"moderate"
"House","Private room","SMALL ROOM in private House","Herman","Queens","t","Richmond Hill",40.69585,-73.83098,1,1,1,50,6,100,"flexible"
"Loft","Entire home/apt","Authentic Artist's Loft - Prime Northside W'burg!!","B & D","Williamsburg","t","Brooklyn",40.72117,-73.95796,2,1,1,130,114,100,"strict_14_with_grace_period"
"Apartment","Private room","Penthouse King Bedroom w/Amazing Views","Zach","Bushwick","t","Brooklyn",40.69967,-73.91403,2,1,1,65,1,100,"flexible"
"Apartment","Entire home/apt","Beautiful 1 bed with terrace","Jeniffer","Hell's Kitchen","t","New York",40.7632,-73.99458,4,1,1,160,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Beautiful  renovated Apartment","Jeniffer","Little Italy","t","New York",40.7181,-73.99751,3,1,1,145,2,100,"strict_14_with_grace_period"
"Apartment","Private room","Room in East Harlem","Felix","Harlem","t","New York",40.79606,-73.94881,1,1.5,1,30,1,100,"flexible"
"Townhouse","Entire home/apt","Sunny ""green"" brownstone duplex with deck & garden","Bettina","Bedford-Stuyvesant","t","Brooklyn",40.68556,-73.92767,6,1.5,3,195,5,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Unique Lincoln Square 1 BR Apt","Juliana","Manhattan","t","New York",40.77616,-73.98485,3,1,1,250,6,100,"strict_14_with_grace_period"
"House","Private room","One Bedrm BK Brownstone Beauty","Nina","Brooklyn","t","Brooklyn",40.69488,-73.9434,1,1,1,65,15,100,"strict_14_with_grace_period"
